"","revenue","budget","primary_genre"
"35026",559298,3800000,"Crime"
"35031",12975143,5904067,"Action"
"35084",1.5e+08,1e+07,"Fantasy"
"35086",2541554,9600000,"Drama"
"35087",1,1,"Drama"
"35111",133346506,2.8e+07,"Comedy"
"35125",2250547,1050255,"Action"
"35193",6e+06,3e+06,"Drama"
"35221",55969000,5e+07,"Comedy"
"35250",112343513,3.8e+07,"Comedy"
"35282",14061361,1e+07,"Action"
"35329",21164799,2e+07,"Romance"
"35354",29252978,22500000,"Drama"
"35363",242786137,5e+07,"Comedy"
"35364",105011053,3e+07,"Comedy"
"35388",521170825,1.45e+08,"Action"
"35483",5.6e+07,19500000,"War"
"35575",7471304,3849796,"Comedy"
"35582",16374328,2.8e+07,"Romance"
"35697",1397284,2.5e+07,"Action"
"35702",6.1e+07,2.6e+07,"Crime"
"35703",14394097,1.2e+07,"Drama"
"35704",2801508,2e+06,"Crime"
"35713",40055439,1e+07,"Horror"
"35724",4200000,4500000,"Action"
"35727",3.1e+07,6700000,"Action"
"35731",9200000,5200000,"Thriller"
"35915",8e+06,250000,"Comedy"
"35976",17062499,1.8e+07,"Adventure"
"35977",124827316,4e+07,"Action"
"36014",46152411,2.3e+07,"Comedy"
"36015",3.2e+07,4500000,"Thriller"
"36050",187674,13500000,"Drama"
"36088",64188367,1e+07,"Horror"
"36089",4842699,5e+06,"Drama"
"36111",46069568,2e+07,"Action"
"36134",94073028,11500000,"Comedy"
"36140",302000,2500000,"Drama"
"36149",52099090,8e+07,"Action"
"36181",499168,722083,"History"
"36188",15861566,8500000,"Drama"
"36221",5900000,6400000,"Comedy"
"36222",2259444,884130,"Thriller"
"36224",207945075,2e+07,"Drama"
"36245",12639297,2e+07,"Action"
"36246",150680864,1.4e+08,"Fantasy"
"36247",1320005,1400000,"Adventure"
"36248",2978994,10721568,"Drama"
"36249",24804129,5e+06,"Action"
"36252",108286421,1.5e+07,"Thriller"
"36253",205754447,6e+07,"Action"
"36254",1023784195,1.5e+08,"Animation"
"36255",23083334,3.5e+07,"War"
"36257",6490401,18500000,"Drama"
"36259",25182929,3.5e+07,"Action"
"36341",278300000,3.7e+07,"Action"
"36363",6100000,350000,"Drama"
"36447",156844753,3.6e+07,"Action"
"36561",1.1e+07,1300000,"Action"
"36591",8306690,1.4e+07,"Comedy"
"36809",6530000,6900000,"Drama"
"36966",645135,143149,"Family"
"36980",11100000,2300000,"Drama"
"36981",9600000,2400000,"Drama"
"36983",2e+07,1e+07,"Drama"
"36996",2760000,750000,"Foreign"
"37045",1.6e+07,7e+06,"Action"
"37050",19450000,5990000,"Romance"
"37063",6600000,3e+06,"Comedy"
"37102",1e+07,7500000,"Comedy"
"37104",5e+06,3750000,"Comedy"
"37117",8,130,"Drama"
"37118",4100000,13100000,"Drama"
"37251",4,5,"Thriller"
"37257",1e+07,4200000,"Romance"
"37297",966214,8e+05,"Comedy"
"37461",553810228,60720000,"Comedy"
"37500",1333124,7e+06,"Thriller"
"37510",1.2e+07,3e+06,"Drama"
"37513",1.8e+07,3230939,"Action"
"37532",5333333,1333333,"Drama"
"37533",1.4e+07,2915739,"Horror"
"37536",2640850,440141,"Drama"
"37562",2.2e+07,1.3e+07,"Drama"
"37563",18704595,1.3e+07,"Drama"
"37582",14444999,1e+06,"Comedy"
"37608",2e+06,1.7e+07,"Adventure"
"37612",34694,8e+06,"Action"
"37640",73883359,1.6e+07,"Drama"
"37670",48902953,2.9e+07,"Comedy"
"37703",88923251,1.8e+07,"Romance"
"37709",2100000,3e+05,"Action"
"37727",1646788,1.3e+07,"Drama"
"37732",20566327,1.5e+07,"Action"
"37736",101657,1300000,"Horror"
"37737",200242,7e+05,"Drama"
"37757",14016568,3e+06,"Comedy"
"37819",88097,4e+05,"Documentary"
"37858",3400278,1e+07,"Comedy"
"37864",13624522,4e+06,"Romance"
"37926",2152738,5e+06,"Comedy"
"37927",164602163,1.15e+08,"Action"
"37928",108758521,3.5e+07,"Comedy"
"37961",6e+06,4e+06,"Action"
"37963",1600000,325000,"Drama"
"37976",282382,2100000,"Drama"
"38096",29251596,1.6e+07,"Action"
"38141",93282604,2.7e+07,"Thriller"
"38151",57814445,3e+07,"Fantasy"
"38165",55030051,2e+07,"Comedy"
"38167",18730891,1e+07,"Drama"
"38177",1028570889,2e+08,"Adventure"
"38185",78636257,2.9e+07,"Comedy"
"38190",14397593,2e+07,"Action"
"38196",25035950,5e+07,"War"
"38197",349779543,7.3e+07,"Family"
"38232",100659,10500000,"Action"
"38254",2.1e+07,9200000,"Action"
"38255",1.6e+07,7900000,"Romance"
"38256",2.8e+07,6100000,"Action"
"38259",1400000,620000,"Science Fiction"
"38265",1.9e+07,5900000,"Action"
"38270",5e+05,5e+05,"Romance"
"38271",5e+05,5e+05,"Action"
"38272",5e+05,5e+05,"Action"
"38273",5e+05,5e+05,"Drama"
"38275",5e+05,5e+05,"Drama"
"38276",5e+05,5e+05,"Action"
"38277",5e+05,5e+05,"Romance"
"38294",48418160,2.5e+07,"Comedy"
"38306",37279439,4e+07,"Drama"
"38364",8821329,2e+07,"Action"
"38389",21256,16500000,"Thriller"
"38502",62788218,5e+07,"Action"
"38513",4212494,3e+07,"Comedy"
"38526",9700000,2200000,"Action"
"38527",3,1,"Action"
"38529",98900000,1.6e+07,"Action"
"38578",27305571,1e+07,"Drama"
"38608",119100758,1.7e+07,"Horror"
"38633",286000,2e+05,"Comedy"
"38640",198,5e+05,"Action"
"38681",5.5e+07,2.2e+07,"Action"
"38684",9250000,3500000,"Thriller"
"38686",1778391,137731,"Adventure"
"38719",1983204,8575000,"Thriller"
"38728",299370084,1.7e+08,"Family"
"38736",183345589,1.4e+08,"Adventure"
"38754",140705322,1.9e+07,"Adventure"
"38799",5879736,5e+06,"Adventure"
"38802",1390172,3537415,"Comedy"
"38843",4267218,3200000,"Comedy"
"38846",81350000,4881000,"Comedy"
"38851",334901337,9e+07,"Action"
"38899",43763247,3e+07,"Comedy"
"38969",4210454,3e+06,"Comedy"
"38971",50,500,"Crime"
"38985",343617,2e+06,"Drama"
"39039",245623848,1.35e+08,"Fantasy"
"39042",10898293,4e+06,"Horror"
"39097",1248748,3347850,"Comedy"
"39098",320170008,4e+07,"Horror"
"39150",229147509,1.44e+08,"Action"
"39225",216972543,5e+07,"Action"
"39239",14900000,5980000,"Thriller"
"39287",4817642,5069632,"Mystery"
"39288",415484914,1.2e+08,"Action"
"39328",1013926,521873,"Thriller"
"39332",356743061,1.8e+08,"Action"
"39333",118587880,1e+07,"Action"
"39334",77068246,3.3e+07,"Comedy"
"39335",408579038,1.05e+08,"Adventure"
"39336",148868835,4900000,"Horror"
"39337",143695338,6.5e+07,"Adventure"
"39341",4500,1e+07,"Western"
"39464",85241496,1.9e+07,"Mystery"
"39476",238470033,6e+07,"Drama"
"39496",1.02e+08,10400000,"Drama"
"39502",5900000,1900000,"Drama"
"39528",1.1e+07,4180000,"Drama"
"39538",15436808,2.5e+07,"Crime"
"39540",86234523,4e+07,"Comedy"
"39561",12118661,6700000,"Crime"
"39627",3775000,3500000,"Action"
"39629",1200000,75000,"Crime"
"39663",183936074,2e+07,"Comedy"
"39664",37589296,1.2e+07,"Crime"
"39689",157100845,9900000,"Crime"
"39695",44235023,5500000,"Drama"
"39699",1.3e+07,5e+06,"History"
"39717",135,5,"Drama"
"39719",3342697,13500000,"Adventure"
"39774",18803648,9e+06,"Comedy"
"39789",4600000,9e+06,"History"
"39794",2341534,9804690,"Drama"
"39814",130000,120000,"Mystery"
"39822",2129768,8820000,"Action"
"39843",2400000,9900000,"Horror"
"39921",125729635,4e+07,"Action"
"39933",162360636,9e+07,"Adventure"
"39953",3360800,1.5e+07,"Adventure"
"39954",58500000,3.2e+07,"Action"
"39963",65046687,4e+06,"Drama"
"39964",84552250,4531653,"Romance"
"39965",5900000,5210000,"Crime"
"39990",29200000,2.5e+07,"Action"
"39995",5500000,2e+05,"Romance"
"40016",69929545,6e+07,"Animation"
"40021",211952420,3.5e+07,"Comedy"
"40022",25956113,2e+07,"Drama"
"40023",8810591,8e+06,"Horror"
"40024",10367161,1.5e+07,"Drama"
"40025",121790373,1.1e+08,"Drama"
"40026",296485719,1.1e+08,"Drama"
"40027",173185859,4.5e+07,"Crime"
"40028",19985196,8500000,"Family"
"40029",155160045,4.4e+07,"Crime"
"40053",23507567,5e+06,"Drama"
"40056",7.4e+07,18700000,"Action"
"40059",16180000,15050000,"Adventure"
"40075",1864266,8138338,"Drama"
"40114",32788,3250000,"Drama"
"40199",404785,1e+06,"Comedy"
"40225",7.7e+07,1.5e+07,"Action"
"40262",2039000,2115000,"Music"
"40367",285930,762241,"Drama"
"40403",3347647,7500000,"Drama"
"40404",2025032,6500000,"Drama"
"40405",1325092,6500000,"Drama"
"40417",175302354,4e+07,"Drama"
"40496",30930984,4e+07,"Drama"
"40498",45172994,5e+06,"Thriller"
"40500",1016985,3800000,"Comedy"
"40509",8996802,9e+06,"Drama"
"40519",779820,1500000,"Horror"
"40571",47748,10300000,"Drama"
"40597",46652768,4.3e+07,"Drama"
"40599",203388186,4.7e+07,"Thriller"
"40609",182379278,7e+07,"Adventure"
"40676",102205175,5e+07,"Action"
"40682",292279,8e+06,"Animation"
"40683",500,500,"Mystery"
"40759",6101904,12823507,"Action"
"40883",445435700,3e+07,"Comedy"
"40915",119520023,8.5e+07,"Action"
"40952",220021259,7.5e+07,"Thriller"
"40953",29918745,4e+07,"Action"
"40954",81705746,9e+06,"Horror"
"40970",346864462,1.25e+08,"Adventure"
"41006",6272403,1e+07,"Action"
"41050",4073489,1e+07,"Drama"
"41054",162146076,6e+07,"Action"
"41128",75026965,9e+06,"Drama"
"41129",140302754,1.2e+07,"Drama"
"41168",17782178,2.6e+07,"Comedy"
"41184",42487325,1.7e+07,"Comedy"
"41259",2387127,5e+06,"History"
"41281",87416021,3.6e+07,"Drama"
"41290",1730000,4e+06,"Animation"
"41291",3468423,4500000,"Adventure"
"41299",7900000,12156348,"War"
"41339",13819139,1.4e+07,"Drama"
"41381",13082071,1e+07,"Drama"
"41437",230069,2500000,"Comedy"
"41458",643034466,1.5e+08,"Adventure"
"41469",13960394,9e+06,"Drama"
"41472",114501299,4.5e+07,"Comedy"
"41473",11083449,5000,"Action"
"41480",10474,135000,"Comedy"
"41489",14793385,3e+07,"Romance"
"41490",1056057273,2e+08,"Action"
"41492",22678555,1.08e+08,"Crime"
"41493",276921998,9e+06,"Horror"
"41503",81093313,3.5e+07,"Action"
"41508",3500605,1.3e+07,"Drama"
"41510",3885342,2.5e+07,"Comedy"
"41512",34659,11178,"Comedy"
"41517",2300000,450000,"Adventure"
"41522",2500000,3e+05,"Action"
"41537",303144152,1.1e+08,"Adventure"
"41541",230698791,2.5e+07,"Drama"
"41563",64414761,2.4e+07,"Drama"
"41570",6174491,6e+06,"Drama"
"41587",19010585,3e+06,"Animation"
"41597",5816211,7e+06,"Drama"
"41643",331957105,1.5e+08,"Action"
"41655",23964782,2.5e+07,"Drama"
"41681",118034273,3.8e+07,"Comedy"
"41689",632443719,7.5e+07,"Animation"
"41690",3376375,4300000,"Drama"
"41810",240697856,1.25e+08,"Action"
"41815",194647323,2.2e+07,"Comedy"
"41821",3.1e+08,10400000,"Drama"
"41856",5290,1.5e+07,"Action"
"41861",4811525,21500000,"Thriller"
"41889",50548152,4.5e+07,"Crime"
"41890",7227038,2e+07,"Thriller"
"41921",2351359,3e+07,"Animation"
"41928",64493915,1.25e+08,"Action"
"41929",32540674,3e+07,"Action"
"41930",26559557,4e+07,"Mystery"
"41932",1776333,1.8e+07,"Adventure"
"41970",82703,8e+06,"Drama"
"41973",346147658,8.5e+07,"Action"
"41974",26667197,7400000,"Horror"
"41977",311950384,8e+07,"Action"
"41995",30658387,1e+07,"Mystery"
"42019",254212245,6.5e+07,"Mystery"
"42058",2e+06,1500000,"Drama"
"42096",9100000,7500000,"War"
"42097",83080890,2.5e+07,"Horror"
"42121",1.8e+07,3500000,"Drama"
"42122",4100000,3500000,"Drama"
"42169",171539887,4e+07,"Thriller"
"42170",252434250,5e+06,"Mystery"
"42171",616801808,9.7e+07,"Action"
"42172",566652812,1.85e+08,"Action"
"42176",41412709,1.8e+07,"Crime"
"42186",10025571,5e+06,"Mystery"
"42215",146175066,1.75e+08,"Action"
"42219",6341855,5e+06,"Horror"
"42223",1262886337,1.6e+08,"Family"
"42236",498814908,1.25e+08,"Animation"
"42272",312242626,4e+07,"Action"
"42309",15584255,1e+05,"Drama"
"42310",169801921,1.1e+08,"Action"
"42356",378827494,5.5e+07,"Drama"
"42412",1440000,4e+06,"Mystery"
"42537",443684,1e+07,"Drama"
"42600",2228115,1e+06,"Thriller"
"42686",2074000,3e+05,"Documentary"
"42805",12173470,32745300,"Romance"
"42806",240978,4e+07,"Romance"
"42809",1305195,6e+06,"Drama"
"42847",57330873,2e+07,"Drama"
"42854",100541806,5.8e+07,"Horror"
"42869",8574339,3e+07,"Action"
"42902",142337240,1e+08,"Action"
"42903",232380243,9.7e+07,"Horror"
"42907",3565109,1e+07,"Action"
"43058",26800152,2.5e+07,"Action"
"43059",3305592,5e+06,"Comedy"
"43060",84618541,2.5e+07,"Crime"
"43095",5100000,940000,"Drama"
"43102",557241,2e+07,"War"
"43122",5255,4e+05,"Documentary"
"43146",14054361,17820000,"Comedy"
"43155",8262833,3500000,"Action"
"43157",197183546,6e+07,"Adventure"
"43166",13162475,2e+07,"Drama"
"43187",37461045,7e+06,"Drama"
"43200",1.5e+07,1e+07,"Action"
"43207",3451,10500000,"Drama"
"43222",40120144,2.2e+07,"Comedy"
"43230",9868942,7075038,"Adventure"
"43232",177856751,6.9e+07,"Action"
"43233",17768012,1.2e+07,"Drama"
"43234",60845711,4.2e+07,"Action"
"43239",407778013,1.25e+08,"Thriller"
"43256",1238764765,2.5e+08,"Action"
"43287",110824373,3.8e+07,"Action"
"43295",350170057,1.75e+08,"Family"
"43319",4219536,1e+07,"Thriller"
"43354",3600000,2800000,"Horror"
"43372",2403885,916000,"Drama"
"43373",1500000,950000,"Animation"
"43393",31000,6e+06,"Drama"
"43472",214600,65700,"Comedy"
"43494",698200,64200,"Comedy"
"43500",4781454,707503,"Comedy"
"43503",964206,2800000,"Comedy"
"43516",179000,3500000,"Romance"
"43547",9816332,6500000,"Comedy"
"43549",3877492,3200000,"Romance"
"43576",2.3e+08,1.8e+07,"Action"
"43577",809000,1300000,"War"
"43629",55635037,5e+06,"Comedy"
"43634",1.7e+07,7400000,"Drama"
"43643",25442939,10500000,"Drama"
"43645",224511319,3.4e+07,"Action"
"43650",3,3,"Drama"
"43692",45056771,2e+07,"Drama"
"43739",1492523,3500000,"Drama"
"43792",5249225,3300000,"Drama"
"43848",11455,1e+06,"Drama"
"43909",33700,2e+06,"Comedy"
"43945",11171900,6e+06,"Action"
"43955",4864560,2153912,"Comedy"
"43958",4803665,2e+06,"Comedy"
"43994",2294357,3500000,"Action"
"43997",17850711,3e+06,"Comedy"
"43999",1877122,7e+06,"Thriller"
"44000",3704408,3500000,"Action"
"44004",17566040,5e+06,"Comedy"
"44010",1020063384,8e+07,"Action"
"44022",9420546,6e+07,"Adventure"
"44085",2141028,2500000,"Mystery"
"44093",4588176,6e+06,"Action"
"44104",3919731,5e+06,"Action"
"44130",6700000,5e+06,"Drama"
"44141",9713500,3e+06,"Comedy"
"44167",9938268,4e+06,"Comedy"
"44250",2e+06,82000,"Drama"
"44275",369907963,1.52e+08,"Drama"
"44283",24527158,2.1e+07,"Drama"
"44338",90024292,197471676,"Adventure"
"44384",855450,7e+06,"Drama"
"44427",2.2e+07,7400000,"Foreign"
"44429",273137,2e+06,"Drama"
"44558",7547762,1e+07,"War"
"44581",22175908,5300000,"Action"
"44633",90007945,3e+07,"Action"
"44679",519876949,1e+08,"Action"
"44712",5730596,8500000,"Action"
"44792",56100000,8520000,"Action"
"44822",68411275,1.6e+07,"Adventure"
"44843",604942143,2.6e+08,"Action"
"44849",11666088,2e+06,"Comedy"
"44851",8e+06,2e+06,"Comedy"
"44857",1957000,3e+06,"Comedy"
"44971",2411594,2196531,"Comedy"
"45015",7.1e+07,6e+07,"Action"
"45140",66913939,5e+07,"Comedy"
"45168",184770205,1.1e+07,"Action"
"45251",1.9e+07,1.2e+07,"Action"
"45400",3,750000,"Crime"
"45410",1328612,8e+05,"Comedy"
"45413",1268793,2e+06,"Romance"
"45423",1413000,5e+06,"Action"
